txn_id,txn_date,period,service_period,account_code,account_name,account_type,counterparty_type,counterparty_id,counterparty_name,counterparty_raw,product_id,product_name,quantity,unit_price,amount,currency,fx_rate,amount_usd,invoice_id,txn_kind,memo,segment,region,industry,plan_tier,contract_type
T0017188,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00446,Tessera Logic Ltd,Tessera Logic Ltd,CORE,Core Platform,39.75,16.344,649.67,USD,1.0,649.67,INV-202410-00446,subscription,Core Platform — Oct 2024,Mid-Market,NA,Retail,Starter,monthly
T0017189,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00446,Tessera Logic Ltd,Tessera Logic Ltd,API,API Gateway,23.86,3.5957,85.79,USD,1.0,85.79,INV-202410-00446,subscription,API Gateway — Oct 2024,Mid-Market,NA,Retail,Starter,monthly
T0017191,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00447,Arden Holdings GmbH,Arden Holdings GmbH,CORE,Core Platform,9.1,43.7585,424.09,EUR,1.065,398.2,INV-202410-00447,subscription,Core Platform — Oct 2024,SMB,EMEA,Manufacturing,Pro,annual
T0017202,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00455,Meridian Systems LLC,Meridian Systems LLC,CORE,Core Platform,610.99,10.6819,6950.76,EUR,1.065,6526.53,INV-202410-00455,subscription,Core Platform — Oct 2024,Enterprise,EMEA,Retail,Starter,annual
T0017225,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00476,Halcyon Data Corp,Halcyon Data Corp,CORE,Core Platform,7.3,16.8984,123.36,USD,1.0,123.36,INV-202410-00476,subscription,Core Platform — Oct 2024,SMB,NA,Logistics,Starter,monthly
T0017229,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00479,Drayton Dynamics Co,Drayton Dynamics Co,CORE,Core Platform,5.0,16.182,86.17,EUR,1.065,80.91,INV-202410-00479,subscription,Core Platform — Oct 2024,SMB,EMEA,Retail,Starter,monthly
T0017230,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00479,Drayton Dynamics Co,Drayton Dynamics Co,API,API Gateway,3.04,3.56,11.53,EUR,1.065,10.82,INV-202410-00479,subscription,API Gateway — Oct 2024,SMB,EMEA,Retail,Starter,monthly
T0017238,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00489,Fenwick Holdings PLC,Fenwick Holdings PLC,CORE,Core Platform,85.8,16.5708,1514.19,EUR,1.065,1421.77,INV-202410-00489,subscription,Core Platform — Oct 2024,Mid-Market,EMEA,Healthcare,Starter,monthly
T0017239,2024-10-25,2024-10,2024-10,4010,Usage Revenue,revenue,customer,C00489,Fenwick Holdings PLC,Fenwick Holdings PLC,API,Overage,6330.0,0.02,134.83,EUR,1.065,126.6,INV-202410-00489,usage,Metered API overage,Mid-Market,EMEA,Healthcare,Starter,monthly
T0017240,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00491,Tessera Solutions GmbH,Tessera Solutions GmbH,CORE,Core Platform,1.7,16.8318,28.61,USD,1.0,28.61,INV-202410-00491,subscription,Core Platform — Oct 2024,SMB,NA,Real Estate,Starter,monthly
T0017241,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00491,Tessera Solutions GmbH,Tessera Solutions GmbH,ANALYTICS,Analytics Add-on,1.43,5.0495,7.22,USD,1.0,7.22,INV-202410-00491,subscription,Analytics Add-on — Oct 2024,SMB,NA,Real Estate,Starter,monthly
T0017242,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00491,Tessera Solutions GmbH,Tessera Solutions GmbH,API,API Gateway,1.69,3.703,6.26,USD,1.0,6.26,INV-202410-00491,subscription,API Gateway — Oct 2024,SMB,NA,Real Estate,Starter,monthly
T0017279,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00526,Palisade Freight Corp,Palisade Freight Corp,CORE,Core Platform,170.87,69.7788,12698.11,EUR,1.065,11923.1,INV-202410-00526,subscription,Core Platform — Oct 2024,Mid-Market,EMEA,Gaming,Business,monthly
T0017280,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00526,Palisade Freight Corp,Palisade Freight Corp,SEC,Security Suite,110.88,31.4005,3708.0,EUR,1.065,3481.69,INV-202410-00526,subscription,Security Suite — Oct 2024,Mid-Market,EMEA,Gaming,Business,monthly
T0017281,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00526,Palisade Freight Corp,Palisade Freight Corp,API,API Gateway,124.93,15.3513,2042.5,EUR,1.065,1917.84,INV-202410-00526,subscription,API Gateway — Oct 2024,Mid-Market,EMEA,Gaming,Business,monthly
T0017291,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00531,Iron Group Ltd,Iron Group Ltd,CORE,Core Platform,2.03,17.4492,35.42,USD,1.0,35.42,INV-202410-00531,subscription,Core Platform — Oct 2024,SMB,NA,Media,Starter,monthly
T0017292,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00531,Iron Group Ltd,Iron Group Ltd,API,API Gateway,1.52,3.8388,5.83,USD,1.0,5.83,INV-202410-00531,subscription,API Gateway — Oct 2024,SMB,NA,Media,Starter,monthly
T0017295,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00533,Lumen Analytics GmbH,Lumen Analytics GmbH,CORE,Core Platform,24.0,17.163,411.91,USD,1.0,411.91,INV-202410-00533,subscription,Core Platform — Oct 2024,SMB,NA,Education,Starter,monthly
T0017296,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00533,Lumen Analytics GmbH,Lumen Analytics GmbH,ANALYTICS,Analytics Add-on,16.78,5.1489,86.4,USD,1.0,86.4,INV-202410-00533,subscription,Analytics Add-on — Oct 2024,SMB,NA,Education,Starter,monthly
T0017305,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00543,Meridian Robotics LLC,Meridian Robotics LLC,CORE,Core Platform,7.13,40.1058,304.54,EUR,1.065,285.95,INV-202410-00543,subscription,Core Platform — Oct 2024,SMB,EMEA,Education,Pro,monthly
T0017306,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00543,Meridian Robotics LLC,Meridian Robotics LLC,ANALYTICS,Analytics Add-on,6.46,12.0317,82.78,EUR,1.065,77.72,INV-202410-00543,subscription,Analytics Add-on — Oct 2024,SMB,EMEA,Education,Pro,monthly
T0017307,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00543,Meridian Robotics LLC,Meridian Robotics LLC,API,API Gateway,3.98,8.8233,37.4,EUR,1.065,35.12,INV-202410-00543,subscription,API Gateway — Oct 2024,SMB,EMEA,Education,Pro,monthly
T0017309,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00544,Cardinal Capital Co,Cardinal Capital Co,CORE,Core Platform,11.25,18.0,202.5,USD,1.0,202.5,INV-202410-00544,subscription,Core Platform — Oct 2024,SMB,APAC,Gaming,Starter,monthly
T0017310,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00544,Cardinal Capital Co,Cardinal Capital Co,API,API Gateway,9.93,3.96,39.32,USD,1.0,39.32,INV-202410-00544,subscription,API Gateway — Oct 2024,SMB,APAC,Gaming,Starter,monthly
T0017314,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00546,Cobalt Logic GmbH,Cobalt Logic GmbH,CORE,Core Platform,56.14,15.6267,877.28,USD,1.0,877.28,INV-202410-00546,subscription,Core Platform — Oct 2024,Mid-Market,NA,Healthcare,Starter,annual
T0017334,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00569,Basalt Industries GmbH,Basalt Industries GmbH,CORE,Core Platform,23.2,75.0828,1741.92,USD,1.0,1741.92,INV-202410-00569,subscription,Core Platform — Oct 2024,SMB,NA,Education,Business,monthly
T0017335,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00569,Basalt Industries GmbH,Basalt Industries GmbH,API,API Gateway,18.38,16.5182,303.6,USD,1.0,303.6,INV-202410-00569,subscription,API Gateway — Oct 2024,SMB,NA,Education,Business,monthly
T0017337,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00570,Zephyr Works GmbH,Zephyr Works GmbH,CORE,Core Platform,47.0,15.7572,740.59,USD,1.0,740.59,INV-202410-00570,subscription,Core Platform — Oct 2024,Mid-Market,APAC,Fintech,Starter,annual
T0017338,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00570,Zephyr Works GmbH,Zephyr Works GmbH,ANALYTICS,Analytics Add-on,29.44,4.7272,139.17,USD,1.0,139.17,INV-202410-00570,subscription,Analytics Add-on — Oct 2024,Mid-Market,APAC,Fintech,Starter,annual
T0017340,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00571,Lumen Freight SA,Lumen Freight SA,CORE,Core Platform,7.82,17.8182,139.34,USD,1.0,139.34,INV-202410-00571,subscription,Core Platform — Oct 2024,SMB,APAC,Manufacturing,Starter,monthly
T0017341,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00571,Lumen Freight SA,Lumen Freight SA,ANALYTICS,Analytics Add-on,7.0,5.3455,37.42,USD,1.0,37.42,INV-202410-00571,subscription,Analytics Add-on — Oct 2024,SMB,APAC,Manufacturing,Starter,monthly
T0017344,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00573,Rowan Interactive GmbH,Rowan Interactive GmbH,CORE,Core Platform,26.21,15.4908,432.4,EUR,1.065,406.01,INV-202410-00573,subscription,Core Platform — Oct 2024,SMB,EMEA,Retail,Starter,annual
T0017345,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00573,Rowan Interactive GmbH,Rowan Interactive GmbH,SEC,Security Suite,14.95,6.9709,110.99,EUR,1.065,104.21,INV-202410-00573,subscription,Security Suite — Oct 2024,SMB,EMEA,Retail,Starter,annual
T0017351,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00579,Basalt Analytics LLC,Basalt Analytics LLC,CORE,Core Platform,4.9,17.4114,85.32,USD,1.0,85.32,INV-202410-00579,subscription,Core Platform — Oct 2024,SMB,APAC,Manufacturing,Starter,monthly
T0017353,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00582,Harrow Collective LLC,Harrow Collective LLC,CORE,Core Platform,2.65,39.9,112.61,EUR,1.065,105.73,INV-202410-00582,subscription,Core Platform — Oct 2024,SMB,EMEA,Fintech,Pro,monthly
T0017354,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00582,Harrow Collective LLC,Harrow Collective LLC,ANALYTICS,Analytics Add-on,1.99,11.97,25.37,EUR,1.065,23.82,INV-202410-00582,subscription,Analytics Add-on — Oct 2024,SMB,EMEA,Fintech,Pro,monthly
T0017375,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00600,Mosaic Networks Corp,Mosaic Networks Corp,CORE,Core Platform,4.13,74.9346,309.48,USD,1.0,309.48,INV-202410-00600,subscription,Core Platform — Oct 2024,SMB,NA,Logistics,Business,monthly
T0017376,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00600,Mosaic Networks Corp,Mosaic Networks Corp,ANALYTICS,Analytics Add-on,2.98,22.4804,66.99,USD,1.0,66.99,INV-202410-00600,subscription,Analytics Add-on — Oct 2024,SMB,NA,Logistics,Business,monthly
T0017377,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00600,Mosaic Networks Corp,Mosaic Networks Corp,API,API Gateway,3.65,16.4856,60.17,USD,1.0,60.17,INV-202410-00600,subscription,API Gateway — Oct 2024,SMB,NA,Logistics,Business,monthly
T0017379,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00601,Arden Freight GmbH,Arden Freight GmbH,CORE,Core Platform,19.08,39.6186,755.92,USD,1.0,755.92,INV-202410-00601,subscription,Core Platform — Oct 2024,SMB,APAC,Gaming,Pro,monthly
T0017380,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00602,Vertex Solutions Co,Vertex Solutions Co,CORE,Core Platform,28.14,16.3134,459.06,USD,1.0,459.06,INV-202410-00602,subscription,Core Platform — Oct 2024,Mid-Market,NA,Logistics,Starter,annual
T0017381,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00603,Zephyr Labs PLC,Zephyr Labs PLC,CORE,Core Platform,2.5,69.771,174.43,USD,1.0,174.43,INV-202410-00603,subscription,Core Platform — Oct 2024,SMB,APAC,Energy,Business,monthly
T0017415,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00620,Blue Health Inc,Blue Health Inc,CORE,Core Platform,24.4,38.0226,927.75,USD,1.0,927.75,INV-202410-00620,subscription,Core Platform — Oct 2024,SMB,NA,Healthcare,Pro,monthly
T0017416,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00620,Blue Health Inc,Blue Health Inc,API,API Gateway,24.18,8.365,202.27,USD,1.0,202.27,INV-202410-00620,subscription,API Gateway — Oct 2024,SMB,NA,Healthcare,Pro,monthly
T0017430,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00632,Verity Solutions PLC,Verity Solutions PLC,CORE,Core Platform,13.98,17.406,243.34,USD,1.0,243.34,INV-202410-00632,subscription,Core Platform — Oct 2024,SMB,NA,Real Estate,Starter,monthly
T0017431,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00632,Verity Solutions PLC,Verity Solutions PLC,ANALYTICS,Analytics Add-on,8.11,5.2218,42.35,USD,1.0,42.35,INV-202410-00632,subscription,Analytics Add-on — Oct 2024,SMB,NA,Real Estate,Starter,monthly
T0017433,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00634,Palisade Networks Ltd,Palisade Networks Ltd,CORE,Core Platform,671.97,10.9735,7373.86,USD,1.0,7373.86,INV-202410-00634,subscription,Core Platform — Oct 2024,Enterprise,NA,Real Estate,Starter,annual
T0017434,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00634,Palisade Networks Ltd,Palisade Networks Ltd,API,API Gateway,598.16,2.4142,1444.08,USD,1.0,1444.08,INV-202410-00634,subscription,API Gateway — Oct 2024,Enterprise,NA,Real Estate,Starter,annual
T0017438,2024-10-25,2024-10,2024-10,4010,Usage Revenue,revenue,customer,C00637,Drayton Partners GmbH,Drayton Partners GmbH,API,Overage,1427.0,0.02,28.55,USD,1.0,28.55,INV-202410-00637,usage,Metered API overage,SMB,APAC,Healthcare,Business,monthly
T0017449,2024-10-25,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00644,Vertex Logic LLC,Vertex Logic LLC,CORE,Core Platform,87.92,15.0264,1321.12,USD,1.0,1321.12,INV-202410-00644,subscription,Core Platform — Oct 2024,Mid-Market,APAC,Logistics,Starter,annual
CM0016952,2024-10-28,2024-10,2024-10,4090,Credits & Refunds,revenue,customer,C00288,Juniper Robotics Ltd,Juniper Robotics Ltd,CORE,Credit,1.0,-548.23,-548.23,USD,1.0,-548.23,INV-202410-00288,credit_memo,Mid-term downgrade proration credit,Mid-Market,NA,Energy,Pro,annual
E0002395,2024-10-28,2024-10,2024-10,6030,Marketing,opex,vendor,V0014,Google Ads,GOOGLE ADS PMT GUAZ,Marketing,Marketing,1.0,117352.86,-117352.86,USD,1.0,-117352.86,BILL-202410-V0014,recurring_spend,Google Ads — monthly,,,,,
E0002449,2024-10-28,2024-10,2024-10,6050,Travel & Events,opex,vendor,CARD-MARR,Marriott Hotels,MARRIOTT HTL SF,CardSpend,Corporate card,1.0,418.84,-418.84,USD,1.0,-418.84,CARD-202410,card_spend,Corporate card — Marriott Hotels,,,,,
E0002460,2024-10-28,2024-10,2024-10,6050,Travel & Events,opex,vendor,CARD-UBER,Uber,UBER *TRIP,CardSpend,Corporate card,1.0,674.33,-674.33,USD,1.0,-674.33,CARD-202410,card_spend,Corporate card — Uber,,,,,
E0002476,2024-10-28,2024-10,2024-10,6020,Software & Tools,opex,vendor,CARD-GITH,GitHub,MSFT*GITHUB,CardSpend,Corporate card,1.0,418.66,-418.66,USD,1.0,-418.66,CARD-202410,card_spend,Corporate card — GitHub,,,,,
E0002491,2024-10-28,2024-10,2024-10,6060,Facilities,opex,vendor,CARD-DOOR,DoorDash,DD DOORDASH,CardSpend,Corporate card,1.0,678.79,-678.79,USD,1.0,-678.79,CARD-202410,card_spend,Corporate card — DoorDash,,,,,
T0016564,2024-10-28,2024-10,2024-10,4010,Usage Revenue,revenue,customer,C00033,Norwood Capital LLC,Norwood Capital LLC,API,Overage,1673.0,0.02,33.46,USD,1.0,33.46,INV-202410-00033,usage,Metered API overage,SMB,NA,Manufacturing,Pro,monthly
T0016578,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00042,Halcyon Group Ltd,Halcyon Group Ltd,CORE,Core Platform,2.21,17.154,37.91,USD,1.0,37.91,INV-202410-00042,subscription,Core Platform — Oct 2024,SMB,NA,Energy,Starter,monthly
T0016584,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00045,Mosaic Networks Co,Mosaic Networks Co,CORE,Core Platform,119.5,15.7518,1882.34,USD,1.0,1882.34,INV-202410-00045,subscription,Core Platform — Oct 2024,Mid-Market,NA,Energy,Starter,annual
T0016585,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00045,Mosaic Networks Co,Mosaic Networks Co,ANALYTICS,Analytics Add-on,108.0,4.7255,510.35,USD,1.0,510.35,INV-202410-00045,subscription,Analytics Add-on — Oct 2024,Mid-Market,NA,Energy,Starter,annual
T0016588,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00048,Basalt Partners PLC,Basalt Partners PLC,CORE,Core Platform,176.81,15.4638,2734.15,USD,1.0,2734.15,INV-202410-00048,subscription,Core Platform — Oct 2024,Mid-Market,APAC,Manufacturing,Starter,annual
T0016589,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00049,Cobalt Systems GmbH,Cobalt Systems GmbH,CORE,Core Platform,26.11,18.0,469.98,USD,1.0,469.98,INV-202410-00049,subscription,Core Platform — Oct 2024,SMB,NA,Fintech,Starter,monthly
T0016590,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00049,Cobalt Systems GmbH,Cobalt Systems GmbH,ANALYTICS,Analytics Add-on,17.68,5.4,95.47,USD,1.0,95.47,INV-202410-00049,subscription,Analytics Add-on — Oct 2024,SMB,NA,Fintech,Starter,monthly
T0016591,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00049,Cobalt Systems GmbH,Cobalt Systems GmbH,API,API Gateway,19.69,3.96,77.97,USD,1.0,77.97,INV-202410-00049,subscription,API Gateway — Oct 2024,SMB,NA,Fintech,Starter,monthly
T0016596,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00053,Ember Holdings Inc,Ember Holdings Inc,CORE,Core Platform,6.06,67.5324,409.25,USD,1.0,409.25,INV-202410-00053,subscription,Core Platform — Oct 2024,SMB,NA,Manufacturing,Business,monthly
T0016597,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00053,Ember Holdings Inc,Ember Holdings Inc,SEC,Security Suite,5.7,30.3896,173.22,USD,1.0,173.22,INV-202410-00053,subscription,Security Suite — Oct 2024,SMB,NA,Manufacturing,Business,monthly
T0016601,2024-10-28,2024-10,2024-10,4010,Usage Revenue,revenue,customer,C00055,Iron Labs PLC,Iron Labs PLC,API,Overage,1233.0,0.02,24.66,USD,1.0,24.66,INV-202410-00055,usage,Metered API overage,SMB,NA,Manufacturing,Pro,monthly
T0016607,2024-10-28,2024-10,2024-10,4010,Usage Revenue,revenue,customer,C00059,Mosaic Holdings SA,Mosaic Holdings SA,API,Overage,46921.0,0.02,938.41,USD,1.0,938.41,INV-202410-00059,usage,Metered API overage,Enterprise,NA,Gaming,Pro,annual
T0016608,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00060,Meridian Group Corp,Meridian Group Corp,CORE,Core Platform,4.02,17.37,69.83,USD,1.0,69.83,INV-202410-00060,subscription,Core Platform — Oct 2024,SMB,NA,Media,Starter,monthly
T0016610,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00061,Iron Robotics Corp,Iron Robotics Corp,CORE,Core Platform,56.22,35.5488,1998.55,USD,1.0,1998.55,INV-202410-00061,subscription,Core Platform — Oct 2024,Mid-Market,NA,Logistics,Pro,monthly
T0016611,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00061,Iron Robotics Corp,Iron Robotics Corp,SEC,Security Suite,36.37,15.997,581.81,USD,1.0,581.81,INV-202410-00061,subscription,Security Suite — Oct 2024,Mid-Market,NA,Logistics,Pro,monthly
T0016678,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00104,Quarry Industries GmbH,Quarry Industries GmbH,CORE,Core Platform,5.41,38.7282,223.14,EUR,1.065,209.52,INV-202410-00104,subscription,Core Platform — Oct 2024,SMB,EMEA,Education,Pro,monthly
T0016683,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00106,Vertex Works LLC,Vertex Works LLC,CORE,Core Platform,31.49,38.472,1211.48,USD,1.0,1211.48,INV-202410-00106,subscription,Core Platform — Oct 2024,SMB,NA,Retail,Pro,monthly
T0016684,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00106,Vertex Works LLC,Vertex Works LLC,ANALYTICS,Analytics Add-on,23.72,11.5416,273.77,USD,1.0,273.77,INV-202410-00106,subscription,Analytics Add-on — Oct 2024,SMB,NA,Retail,Pro,monthly
T0016685,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00106,Vertex Works LLC,Vertex Works LLC,API,API Gateway,28.04,8.4638,237.32,USD,1.0,237.32,INV-202410-00106,subscription,API Gateway — Oct 2024,SMB,NA,Retail,Pro,monthly
T0016687,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00108,Pioneer Analytics SA,Pioneer Analytics SA,CORE,Core Platform,109.29,36.3048,4225.66,EUR,1.065,3967.75,INV-202410-00108,subscription,Core Platform — Oct 2024,Mid-Market,EMEA,Energy,Pro,monthly
T0016688,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00108,Pioneer Analytics SA,Pioneer Analytics SA,ANALYTICS,Analytics Add-on,78.41,10.8914,909.5,EUR,1.065,853.99,INV-202410-00108,subscription,Analytics Add-on — Oct 2024,Mid-Market,EMEA,Energy,Pro,monthly
T0016701,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00116,Cobalt Networks Inc,Cobalt Networks Inc,CORE,Core Platform,92.92,16.0773,1493.9,USD,1.0,1493.9,INV-202410-00116,subscription,Core Platform — Oct 2024,Mid-Market,NA,Energy,Starter,annual
T0016709,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00122,Zephyr Data SA,Zephyr Data SA,CORE,Core Platform,2.18,16.4322,38.15,EUR,1.065,35.82,INV-202410-00122,subscription,Core Platform — Oct 2024,SMB,EMEA,Education,Starter,monthly
T0016716,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00129,Wexford Interactive GmbH,Wexford Interactive GmbH,CORE,Core Platform,2.71,37.9386,102.81,USD,1.0,102.81,INV-202410-00129,subscription,Core Platform — Oct 2024,SMB,NA,Manufacturing,Pro,monthly
T0016717,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00129,Wexford Interactive GmbH,Wexford Interactive GmbH,ANALYTICS,Analytics Add-on,2.66,11.3816,30.28,USD,1.0,30.28,INV-202410-00129,subscription,Analytics Add-on — Oct 2024,SMB,NA,Manufacturing,Pro,monthly
T0016718,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00129,Wexford Interactive GmbH,Wexford Interactive GmbH,API,API Gateway,1.77,8.3465,14.77,USD,1.0,14.77,INV-202410-00129,subscription,API Gateway — Oct 2024,SMB,NA,Manufacturing,Pro,monthly
T0016730,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00137,North Group Inc,North Group Inc,CORE,Core Platform,5.15,40.8114,210.18,USD,1.0,210.18,INV-202410-00137,subscription,Core Platform — Oct 2024,SMB,APAC,Retail,Pro,monthly
T0016745,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00146,Umbra Holdings Inc,Umbra Holdings Inc,CORE,Core Platform,2.0,16.2684,32.54,USD,1.0,32.54,INV-202410-00146,subscription,Core Platform — Oct 2024,SMB,NA,Manufacturing,Starter,monthly
T0016747,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00147,Fenwick Capital Co,Fenwick Capital Co,CORE,Core Platform,9.21,18.0,165.78,USD,1.0,165.78,INV-202410-00147,subscription,Core Platform — Oct 2024,SMB,APAC,Real Estate,Starter,monthly
T0016748,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00147,Fenwick Capital Co,Fenwick Capital Co,SEC,Security Suite,9.18,8.1,74.36,USD,1.0,74.36,INV-202410-00147,subscription,Security Suite — Oct 2024,SMB,APAC,Real Estate,Starter,monthly
T0016774,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00162,Rowan Group Ltd,Rowan Group Ltd,CORE,Core Platform,31.82,78.6428,2665.07,EUR,1.065,2502.41,INV-202410-00162,subscription,Core Platform — Oct 2024,SMB,EMEA,Logistics,Business,annual
T0016775,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00162,Rowan Group Ltd,Rowan Group Ltd,ANALYTICS,Analytics Add-on,21.79,23.5928,547.5,EUR,1.065,514.09,INV-202410-00162,subscription,Analytics Add-on — Oct 2024,SMB,EMEA,Logistics,Business,annual
T0016778,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00165,North Group LLC,North Group LLC,CORE,Core Platform,88.72,37.716,3346.16,USD,1.0,3346.16,INV-202410-00165,subscription,Core Platform — Oct 2024,Mid-Market,APAC,Healthcare,Pro,monthly
T0016779,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00165,North Group LLC,North Group LLC,SEC,Security Suite,62.96,16.9722,1068.57,USD,1.0,1068.57,INV-202410-00165,subscription,Security Suite — Oct 2024,Mid-Market,APAC,Healthcare,Pro,monthly
T0016781,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00168,Meridian Systems SA,Meridian Systems SA,CORE,Core Platform,3.66,114.48,419.0,USD,1.0,419.0,INV-202410-00168,subscription,Core Platform — Oct 2024,SMB,NA,Healthcare,Enterprise,monthly
T0016795,2024-10-28,2024-10,2024-10,4010,Usage Revenue,revenue,customer,C00175,Wexford Works Inc,Wexford Works Inc,API,Overage,887.0,0.02,17.75,USD,1.0,17.75,INV-202410-00175,usage,Metered API overage,SMB,NA,Media,Starter,monthly
T0016799,2024-10-28,2024-10,2024-10,4000,Subscription Revenue,revenue,customer,C00178,Thicket Analytics Ltd,Thicket Analytics Ltd,CORE,Core Platform,25.86,17.0892,441.93,USD,1.0,441.93,INV-202410-00178,subscription,Core Platform — Oct 2024,SMB,APAC,Education,Starter,monthly
